Date,ProductCategory,Product,Store,SalesUnits
2026-06-23,Electronics,Smartphone X,Delhi Store,34
2026-06-23,Electronics,Smartphone X,Mumbai Store,32
2026-06-23,Electronics,Laptop Pro,Delhi Store,18
2026-06-23,Electronics,Laptop Pro,Mumbai Store,27
2026-06-23,Apparel,Classic T-Shirt,Delhi Store,65
2026-06-23,Apparel,Classic T-Shirt,Mumbai Store,64
2026-06-23,Apparel,Sleek Hoodie,Delhi Store,50
2026-06-23,Apparel,Sleek Hoodie,Mumbai Store,63
2026-06-24,Electronics,Smartphone X,Delhi Store,30
2026-06-24,Electronics,Smartphone X,Mumbai Store,21
2026-06-24,Electronics,Laptop Pro,Delhi Store,34
2026-06-24,Electronics,Laptop Pro,Mumbai Store,18
2026-06-24,Apparel,Classic T-Shirt,Delhi Store,59
2026-06-24,Apparel,Classic T-Shirt,Mumbai Store,63
2026-06-24,Apparel,Sleek Hoodie,Delhi Store,51
2026-06-24,Apparel,Sleek Hoodie,Mumbai Store,69
2026-06-25,Electronics,Smartphone X,Delhi Store,30
2026-06-25,Electronics,Smartphone X,Mumbai Store,17
2026-06-25,Electronics,Laptop Pro,Delhi Store,20
2026-06-25,Electronics,Laptop Pro,Mumbai Store,16
2026-06-25,Apparel,Classic T-Shirt,Delhi Store,67
2026-06-25,Apparel,Classic T-Shirt,Mumbai Store,66
2026-06-25,Apparel,Sleek Hoodie,Delhi Store,56
2026-06-25,Apparel,Sleek Hoodie,Mumbai Store,65
2026-06-26,Electronics,Smartphone X,Delhi Store,29
2026-06-26,Electronics,Smartphone X,Mumbai Store,31
2026-06-26,Electronics,Laptop Pro,Delhi Store,20
2026-06-26,Electronics,Laptop Pro,Mumbai Store,23
2026-06-26,Apparel,Classic T-Shirt,Delhi Store,53
2026-06-26,Apparel,Classic T-Shirt,Mumbai Store,68
2026-06-26,Apparel,Sleek Hoodie,Delhi Store,59
2026-06-26,Apparel,Sleek Hoodie,Mumbai Store,67
2026-06-27,Electronics,Smartphone X,Delhi Store,46
2026-06-27,Electronics,Smartphone X,Mumbai Store,25
2026-06-27,Electronics,Laptop Pro,Delhi Store,40
2026-06-27,Electronics,Laptop Pro,Mumbai Store,44
2026-06-27,Apparel,Classic T-Shirt,Delhi Store,72
2026-06-27,Apparel,Classic T-Shirt,Mumbai Store,79
2026-06-27,Apparel,Sleek Hoodie,Delhi Store,85
2026-06-27,Apparel,Sleek Hoodie,Mumbai Store,81
2026-06-28,Electronics,Smartphone X,Delhi Store,36
2026-06-28,Electronics,Smartphone X,Mumbai Store,42
2026-06-28,Electronics,Laptop Pro,Delhi Store,28
2026-06-28,Electronics,Laptop Pro,Mumbai Store,23
2026-06-28,Apparel,Classic T-Shirt,Delhi Store,78
2026-06-28,Apparel,Classic T-Shirt,Mumbai Store,89
2026-06-28,Apparel,Sleek Hoodie,Delhi Store,77
2026-06-28,Apparel,Sleek Hoodie,Mumbai Store,85
2026-06-29,Electronics,Smartphone X,Delhi Store,34
2026-06-29,Electronics,Smartphone X,Mumbai Store,17
2026-06-29,Electronics,Laptop Pro,Delhi Store,20
2026-06-29,Electronics,Laptop Pro,Mumbai Store,32
2026-06-29,Apparel,Classic T-Shirt,Delhi Store,68
2026-06-29,Apparel,Classic T-Shirt,Mumbai Store,66
2026-06-29,Apparel,Sleek Hoodie,Delhi Store,69
2026-06-29,Apparel,Sleek Hoodie,Mumbai Store,50
2026-06-30,Electronics,Smartphone X,Delhi Store,33
2026-06-30,Electronics,Smartphone X,Mumbai Store,34
2026-06-30,Electronics,Laptop Pro,Delhi Store,21
2026-06-30,Electronics,Laptop Pro,Mumbai Store,29
2026-06-30,Apparel,Classic T-Shirt,Delhi Store,50
2026-06-30,Apparel,Classic T-Shirt,Mumbai Store,54
2026-06-30,Apparel,Sleek Hoodie,Delhi Store,69
2026-06-30,Apparel,Sleek Hoodie,Mumbai Store,63
